Date,Open,High,Low,Close,Adj Close,Volume
2020-05-12,0.194241,0.199801,0.192729,0.197637,0.197637,2056508741
2020-05-13,0.197561,0.203411,0.196607,0.201480,0.201480,1947109951
2020-05-14,0.201341,0.204586,0.199653,0.203129,0.203129,2154131805
2020-05-15,0.202940,0.203416,0.197301,0.198911,0.198911,2046326382
2020-05-16,0.199081,0.202101,0.197924,0.200032,0.200032,1794850124
2020-05-17,0.200536,0.203872,0.199713,0.201255,0.201255,1752063749
2020-05-18,0.201353,0.206325,0.201024,0.205176,0.205176,1968537517
2020-05-19,0.205251,0.205327,0.201947,0.204028,0.204028,1973351018
2020-05-20,0.203935,0.205628,0.200245,0.201707,0.201707,1933723829
2020-05-21,0.201832,0.202703,0.191448,0.195509,0.195509,1753934487
2020-05-22,0.195535,0.201745,0.193609,0.200343,0.200343,1852264124
2020-05-23,0.200418,0.201769,0.197664,0.198856,0.198856,1459815520
2020-05-24,0.198911,0.201453,0.195403,0.195431,0.195431,1447641496
2020-05-25,0.195285,0.197629,0.192201,0.197327,0.197327,1671594106
2020-05-26,0.197273,0.197611,0.193404,0.193975,0.193975,1585691777
2020-05-27,0.193920,0.198821,0.193764,0.197857,0.197857,1535112977
2020-05-28,0.197924,0.200902,0.195621,0.200595,0.200595,1615654544
2020-05-29,0.200669,0.202827,0.197129,0.198348,0.198348,1477357235
2020-05-30,0.198349,0.206474,0.196925,0.206220,0.206220,1683149544
2020-05-31,0.206236,0.211519,0.201749,0.202906,0.202906,1737139256
2020-06-01,0.202834,0.210731,0.202112,0.210249,0.210249,1702904267
2020-06-02,0.210182,0.214335,0.200696,0.202764,0.202764,1850078103
2020-06-03,0.202901,0.204478,0.201270,0.203663,0.203663,1335828090
2020-06-04,0.203719,0.206494,0.201864,0.204982,0.204982,1368430496
2020-06-05,0.205044,0.206744,0.202069,0.204092,0.204092,1264429379
2020-06-06,0.204208,0.205002,0.202432,0.203142,0.203142,1048611012
2020-06-07,0.203180,0.204674,0.199672,0.203449,0.203449,1141964765
2020-06-08,0.203426,0.204178,0.201667,0.203771,0.203771,1042709461
2020-06-09,0.203809,0.204555,0.200992,0.202013,0.202013,1108186467
2020-06-10,0.201976,0.203485,0.200590,0.202938,0.202938,1106635421
2020-06-11,0.202916,0.203701,0.189520,0.190180,0.190180,1354031836
2020-06-12,0.190165,0.196277,0.188858,0.193943,0.193943,1157151094
2020-06-13,0.193989,0.194205,0.189932,0.193106,0.193106,1050423848
2020-06-14,0.193179,0.193667,0.191067,0.191617,0.191617,1023497502
2020-06-15,0.191617,0.193752,0.183816,0.193074,0.193074,1315332448
2020-06-16,0.193064,0.193270,0.190029,0.191307,0.191307,1158919075
2020-06-17,0.191496,0.197300,0.190306,0.193443,0.193443,1323161116
2020-06-18,0.193455,0.193457,0.189626,0.190957,0.190957,1045504279
2020-06-19,0.190924,0.191168,0.186534,0.186790,0.186790,1097387856
2020-06-20,0.186790,0.189806,0.186086,0.188500,0.188500,966690908
2020-06-21,0.188468,0.189103,0.185501,0.185610,0.185610,893641269
2020-06-22,0.185665,0.190080,0.185594,0.189272,0.189272,1209278721
2020-06-23,0.189295,0.189973,0.187062,0.188680,0.188680,1093605185
2020-06-24,0.188700,0.190857,0.183050,0.184272,0.184272,1138044691
2020-06-25,0.184076,0.184982,0.180956,0.183570,0.183570,1055030012
2020-06-26,0.183472,0.185867,0.179898,0.182671,0.182671,1269492277
2020-06-27,0.183096,0.185064,0.174489,0.176851,0.176851,1142888783
2020-06-28,0.176872,0.180510,0.175249,0.177692,0.177692,1139431604
2020-06-29,0.177648,0.179559,0.176243,0.177959,0.177959,1164729579
2020-06-30,0.177701,0.178355,0.175005,0.175870,0.175870,1010363683
2020-07-01,0.175750,0.178491,0.174703,0.176976,0.176976,1115989502
2020-07-02,0.177155,0.178338,0.174234,0.177244,0.177244,1053683055
2020-07-03,0.177265,0.178443,0.175130,0.176336,0.176336,976699960
2020-07-04,0.176262,0.179679,0.176196,0.177984,0.177984,1000145449
2020-07-05,0.177914,0.178729,0.174790,0.177017,0.177017,969679447
2020-07-06,0.177017,0.189148,0.176471,0.188567,0.188567,1423923826
2020-07-07,0.188567,0.189005,0.182713,0.184787,0.184787,1067033698
2020-07-08,0.184814,0.205727,0.184200,0.204692,0.204692,1878269321
2020-07-09,0.204598,0.210292,0.198560,0.202910,0.202910,1809158571
2020-07-10,0.202842,0.202842,0.193318,0.198652,0.198652,1161794555
2020-07-11,0.198724,0.203610,0.198640,0.201197,0.201197,996288334
2020-07-12,0.201217,0.203251,0.198361,0.200538,0.200538,850245455
2020-07-13,0.200538,0.205161,0.195940,0.198575,0.198575,1197056593
2020-07-14,0.198495,0.199556,0.195536,0.198809,0.198809,1197284578
2020-07-15,0.198774,0.199623,0.196693,0.197111,0.197111,1067413757
2020-07-16,0.197021,0.197416,0.190181,0.194048,0.194048,1055841762
2020-07-17,0.194051,0.197143,0.191723,0.194281,0.194281,936113620
2020-07-18,0.194349,0.201602,0.193937,0.199341,0.199341,870207693
2020-07-19,0.199404,0.201336,0.196133,0.199135,0.199135,828392852
2020-07-20,0.199142,0.199775,0.193704,0.195065,0.195065,848780531
2020-07-21,0.194871,0.200471,0.194008,0.198988,0.198988,928954951
2020-07-22,0.199029,0.203739,0.196883,0.203342,0.203342,935529987
2020-07-23,0.203331,0.209244,0.201667,0.207578,0.207578,1443659224
2020-07-24,0.207814,0.208013,0.202637,0.204049,0.204049,1294356195
2020-07-25,0.203959,0.216598,0.203757,0.214102,0.214102,1225769666
2020-07-26,0.213994,0.224031,0.212792,0.214982,0.214982,1448138807
2020-07-27,0.214948,0.227415,0.211676,0.223672,0.223672,1762737985
2020-07-28,0.223889,0.233693,0.217894,0.230277,0.230277,1754695828
2020-07-29,0.230148,0.249353,0.230079,0.243099,0.243099,2022835116
2020-07-30,0.243254,0.248586,0.238768,0.244522,0.244522,1650758400
2020-07-31,0.244649,0.259601,0.242200,0.258904,0.258904,1854522560
2020-08-01,0.258904,0.295759,0.255844,0.289529,0.289529,3167874461
2020-08-02,0.289742,0.322561,0.275593,0.287062,0.287062,4780736538
2020-08-03,0.287490,0.318866,0.285190,0.309940,0.309940,3340814994
2020-08-04,0.309935,0.318296,0.294030,0.300493,0.300493,2746437659
2020-08-05,0.300783,0.307874,0.292720,0.303311,0.303311,2048410252
2020-08-06,0.303142,0.310062,0.298339,0.303584,0.303584,1946386689
2020-08-07,0.303464,0.309324,0.287329,0.294664,0.294664,4278382957
2020-08-08,0.294905,0.298728,0.291252,0.294022,0.294022,1355768291
2020-08-09,0.294618,0.298061,0.283924,0.288653,0.288653,1391288259
2020-08-10,0.288569,0.299405,0.288569,0.294659,0.294659,2108627560
2020-08-11,0.294683,0.305783,0.274603,0.284449,0.284449,4542499150
2020-08-12,0.284376,0.289849,0.274191,0.284930,0.284930,2001506679
2020-08-13,0.284930,0.298182,0.274354,0.297807,0.297807,2061442814
2020-08-14,0.297533,0.306374,0.293853,0.300371,0.300371,2246050523
2020-08-15,0.300246,0.304188,0.294891,0.299661,0.299661,2260353636
2020-08-16,0.299767,0.304052,0.294289,0.303492,0.303492,2078824448
2020-08-17,0.303641,0.324403,0.298660,0.314767,0.314767,3001054633
2020-08-18,0.314218,0.320406,0.301843,0.303307,0.303307,2126503478
2020-08-19,0.303513,0.305540,0.282474,0.290246,0.290246,2163768928
2020-08-20,0.290301,0.294099,0.286078,0.292573,0.292573,1749934412
2020-08-21,0.292468,0.295518,0.280258,0.280682,0.280682,1833818566
2020-08-22,0.280635,0.286546,0.275896,0.286546,0.286546,1417207522
2020-08-23,0.286358,0.287276,0.278829,0.285386,0.285386,1183627267
2020-08-24,0.285278,0.291312,0.283117,0.289215,0.289215,1237229520
2020-08-25,0.289044,0.289571,0.273311,0.277927,0.277927,1403395912
2020-08-26,0.277693,0.280136,0.274876,0.277491,0.277491,1194610015
2020-08-27,0.277360,0.278688,0.257513,0.264511,0.264511,1471948899
2020-08-28,0.264658,0.273302,0.261309,0.272046,0.272046,1178427813
2020-08-29,0.272009,0.276839,0.269447,0.274497,0.274497,1053592719
2020-08-30,0.274568,0.283597,0.274357,0.283034,0.283034,1202203314
2020-08-31,0.283065,0.284512,0.278658,0.281766,0.281766,1209798563
2020-09-01,0.281612,0.298213,0.278456,0.295696,0.295696,1730740377
2020-09-02,0.295612,0.303214,0.269151,0.276461,0.276461,1985414445
2020-09-03,0.276636,0.276726,0.245419,0.246580,0.246580,1847290355
2020-09-04,0.246726,0.266139,0.244301,0.255883,0.255883,1924234480
2020-09-05,0.255808,0.259606,0.233811,0.237692,0.237692,2160621038
2020-09-06,0.237692,0.243732,0.231323,0.240731,0.240731,1752405005
2020-09-07,0.240812,0.243432,0.231285,0.242174,0.242174,1773175897
2020-09-08,0.242029,0.243872,0.232833,0.236753,0.236753,1618416970
2020-09-09,0.236723,0.243213,0.234273,0.239609,0.239609,1203137131
2020-09-10,0.239689,0.249185,0.239570,0.243530,0.243530,1353359148
2020-09-11,0.243530,0.244815,0.237520,0.243292,0.243292,1096662166
2020-09-12,0.243055,0.248752,0.241820,0.247814,0.247814,1043746083
2020-09-13,0.247814,0.253136,0.238857,0.241801,0.241801,1163182194
2020-09-14,0.241804,0.249822,0.240322,0.246327,0.246327,1195994290
2020-09-15,0.246265,0.249245,0.243392,0.243850,0.243850,1245531094
2020-09-16,0.244010,0.250974,0.236727,0.247847,0.247847,1421286455
2020-09-17,0.247743,0.258190,0.247218,0.252194,0.252194,1735400721
2020-09-18,0.252284,0.255716,0.247091,0.250707,0.250707,1282349756
2020-09-19,0.250530,0.254101,0.248359,0.251716,0.251716,1043485055
2020-09-20,0.251663,0.251663,0.243716,0.246743,0.246743,1091283585
2020-09-21,0.246818,0.248110,0.230479,0.232138,0.232138,1718957623
2020-09-22,0.231848,0.234743,0.230237,0.233417,0.233417,1019583831
2020-09-23,0.233571,0.236175,0.221148,0.221657,0.221657,1011343441
2020-09-24,0.221660,0.233776,0.220625,0.233018,0.233018,1316129692
2020-09-25,0.233079,0.244589,0.230421,0.241805,0.241805,1389150295
2020-09-26,0.241888,0.245595,0.239340,0.242369,0.242369,1176448176
2020-09-27,0.242391,0.245023,0.238844,0.243252,0.243252,990209623
2020-09-28,0.243252,0.248270,0.241819,0.242051,0.242051,1312887582
2020-09-29,0.241815,0.246431,0.239322,0.243139,0.243139,1244211927
2020-09-30,0.243157,0.243180,0.239202,0.242311,0.242311,1161931498
2020-10-01,0.242368,0.245157,0.235728,0.238361,0.238361,1290732679
2020-10-02,0.238302,0.239372,0.230124,0.234202,0.234202,1449826826
2020-10-03,0.234333,0.235235,0.233366,0.233505,0.233505,853442733
2020-10-04,0.233518,0.250667,0.232574,0.248502,0.248502,1481572450
2020-10-05,0.248458,0.253904,0.247209,0.250896,0.250896,1739237137
2020-10-06,0.250813,0.259083,0.242763,0.245860,0.245860,2633330450
2020-10-07,0.245860,0.251393,0.242644,0.249041,0.249041,1486567165
2020-10-08,0.249154,0.252943,0.243324,0.251615,0.251615,1584042829
2020-10-09,null,null,null,null,null,null
2020-10-10,0.253227,0.259773,0.253144,0.254290,0.254290,1957706164
2020-10-11,0.254201,0.258189,0.253823,0.255719,0.255719,1851962086
2020-10-12,null,null,null,null,null,null
2020-10-13,null,null,null,null,null,null
2020-10-14,0.256727,0.258393,0.246683,0.249448,0.249448,1954936434
2020-10-15,0.249406,0.250278,0.244011,0.245940,0.245940,1652788747
2020-10-16,0.246058,0.247590,0.238500,0.240443,0.240443,1656312547
2020-10-17,0.240541,0.242719,0.239218,0.240931,0.240931,1173505925
2020-10-18,0.240850,0.243419,0.240571,0.242225,0.242225,1238720802
2020-10-19,0.242308,0.249471,0.240497,0.245964,0.245964,1435700560
2020-10-20,0.245927,0.249400,0.242562,0.243573,0.243573,1526376279
2020-10-21,0.243485,0.255227,0.243179,0.251615,0.251615,2306399543
2020-10-22,0.251335,0.263463,0.251233,0.256807,0.256807,2827483708
2020-10-23,0.257326,0.259306,0.250713,0.254879,0.254879,2125734863
2020-10-24,0.254879,0.257645,0.252832,0.256431,0.256431,1590424952
2020-10-25,0.256431,0.257147,0.251745,0.253213,0.253213,1484930709
2020-10-26,0.253213,0.258408,0.244082,0.248688,0.248688,2390566065
2020-10-27,0.248688,0.253874,0.248097,0.252899,0.252899,2273574015
2020-10-28,0.252900,0.256393,0.244608,0.245865,0.245865,2375598739
2020-10-29,0.245865,0.246996,0.240312,0.242295,0.242295,5451698743
2020-10-30,0.242292,0.244000,0.232828,0.239184,0.239184,2364402263
2020-10-31,0.239188,0.243219,0.237749,0.239744,0.239744,2100764094
2020-11-01,0.239739,0.241320,0.237094,0.239797,0.239797,1855741696
2020-11-02,0.239804,0.244259,0.233769,0.235421,0.235421,2412875798
2020-11-03,0.235420,0.242128,0.228772,0.239510,0.239510,3052524907
2020-11-04,0.239510,0.240390,0.233388,0.237793,0.237793,3335786074
2020-11-05,0.237799,0.247046,0.237558,0.245776,0.245776,2949508995
2020-11-06,0.245770,0.260805,0.245307,0.258445,0.258445,3282591092
2020-11-07,0.258445,0.266417,0.245585,0.249582,0.249582,3395345984
2020-11-08,0.249582,0.256735,0.247913,0.253939,0.253939,2364742336
2020-11-09,0.253939,0.256070,0.246115,0.250748,0.250748,3079413903
2020-11-10,0.250753,0.264297,0.248724,0.253911,0.253911,3488798458
2020-11-11,0.253911,0.259724,0.252842,0.256259,0.256259,2811079099
2020-11-12,0.256258,0.258081,0.252839,0.254903,0.254903,2443233108
2020-11-13,0.254903,0.265679,0.254091,0.265191,0.265191,2989109717
2020-11-14,0.265191,0.277014,0.262454,0.268342,0.268342,4433908911
2020-11-15,0.268342,0.276618,0.264645,0.269642,0.269642,3613774298
2020-11-16,0.269641,0.288008,0.268053,0.285520,0.285520,4105697051
2020-11-17,0.291796,0.304402,0.291113,0.302408,0.302408,6002566535
2020-11-18,0.302397,0.307277,0.283828,0.294222,0.294222,5684799554
2020-11-19,0.294222,0.306505,0.284643,0.303766,0.303766,5230574728
2020-11-20,0.303766,0.329393,0.298203,0.328068,0.328068,6283633942
2020-11-21,0.328068,0.463057,0.328068,0.458344,0.458344,16206296041
2020-11-22,0.458344,0.491902,0.413256,0.443700,0.443700,19097682286
2020-11-23,0.443701,0.614969,0.434732,0.613980,0.613980,20715303968
2020-11-24,0.614193,0.768019,0.577906,0.692103,0.692103,32826193388
2020-11-25,0.692154,0.719857,0.596548,0.635483,0.635483,23569614498
2020-11-26,0.634892,0.649730,0.462141,0.533019,0.533019,23673915793
2020-11-27,0.533383,0.585865,0.508714,0.559268,0.559268,18713160692
2020-11-28,0.559675,0.644550,0.542640,0.625622,0.625622,17173561815
2020-11-29,0.625742,0.634513,0.588363,0.606246,0.606246,15391721339
2020-11-30,0.606289,0.672179,0.600425,0.664337,0.664337,17398359053
2020-12-01,0.664515,0.679158,0.594348,0.612923,0.612923,16985355820
2020-12-02,0.612992,0.635897,0.598636,0.629893,0.629893,12874875863
2020-12-03,0.629995,0.640333,0.616173,0.631483,0.631483,9884297219
2020-12-04,0.631469,0.632967,0.546687,0.557262,0.557262,9629062989
2020-12-05,0.557088,0.595839,0.551785,0.584421,0.584421,8565677726
2020-12-06,0.584414,0.625878,0.581516,0.619851,0.619851,10280250882
2020-12-07,0.619714,0.622832,0.592819,0.608934,0.608934,7718537440
2020-12-08,0.608858,0.610161,0.554570,0.558836,0.558836,8302771172
2020-12-09,0.558667,0.601939,0.505983,0.583590,0.583590,12648574700
2020-12-10,0.583657,0.586856,0.556169,0.572954,0.572954,9695432997
2020-12-11,0.573062,0.583693,0.531383,0.546483,0.546483,10708202570
2020-12-12,0.546316,0.546316,0.487353,0.506401,0.506401,10925057158
2020-12-13,0.506678,0.526960,0.487282,0.511464,0.511464,8534780504
2020-12-14,0.511608,0.517141,0.490168,0.497712,0.497712,7110439196
2020-12-15,0.497688,0.506610,0.465994,0.469710,0.469710,9052977849
2020-12-16,0.469677,0.568772,0.442028,0.568628,0.568628,15158282218
2020-12-17,0.568488,0.653909,0.546419,0.576677,0.576677,21429914951
2020-12-18,0.576739,0.610361,0.552338,0.584280,0.584280,14936843250
2020-12-19,0.584200,0.601961,0.568032,0.579163,0.579163,11188586674
2020-12-20,0.578990,0.585579,0.538510,0.556058,0.556058,9611613770
2020-12-21,0.555961,0.567767,0.502857,0.516944,0.516944,9852685075
2020-12-22,0.516792,0.521599,0.410551,0.448448,0.448448,15134323976
2020-12-23,0.447966,0.447966,0.221363,0.258602,0.258602,19793483656
2020-12-24,0.259113,0.367624,0.243742,0.337819,0.337819,16742652289
2020-12-25,0.337331,0.380603,0.285174,0.318091,0.318091,16321189804
2020-12-26,0.318074,0.322314,0.287183,0.294713,0.294713,9984475081
2020-12-27,0.294758,0.307464,0.270248,0.283039,0.283039,9250325478
2020-12-28,0.283366,0.306016,0.239413,0.247958,0.247958,8389871765
2020-12-29,0.247673,0.248318,0.174831,0.220962,0.220962,12970077098
2020-12-30,0.220902,0.235360,0.194670,0.211828,0.211828,8894036560
2020-12-31,0.211787,0.227613,0.206465,0.219846,0.219846,5363979601
2021-01-01,0.219845,0.249270,0.217288,0.237444,0.237444,5888429287
2021-01-02,0.237670,0.238388,0.215816,0.221655,0.221655,4773658725
2021-01-03,0.221744,0.237741,0.217167,0.225848,0.225848,5109898871
2021-01-04,0.226038,0.256477,0.219722,0.236677,0.236677,6141918380
2021-01-05,0.236636,0.241251,0.221602,0.226750,0.226750,5378491929
2021-01-06,0.226866,0.269158,0.223464,0.250895,0.250895,7552726810
2021-01-07,0.250926,0.365296,0.247810,0.326002,0.326002,15955049240
2021-01-08,0.326089,0.345916,0.291539,0.323230,0.323230,9825829516
2021-01-09,0.323156,0.339859,0.307895,0.326916,0.326916,7184429145
2021-01-10,0.326833,0.365221,0.292159,0.318336,0.318336,9647740012
2021-01-11,0.317941,0.317941,0.259468,0.288905,0.288905,9787288503
2021-01-12,0.288677,0.309924,0.279370,0.292123,0.292123,6557418314
2021-01-13,0.292028,0.308798,0.286889,0.305580,0.305580,4831812051
2021-01-14,0.305536,0.308343,0.284211,0.295438,0.295438,5277189444
2021-01-15,0.295569,0.301757,0.264747,0.280406,0.280406,4955409029
2021-01-16,0.280292,0.295191,0.277010,0.280188,0.280188,4116256007
2021-01-17,0.280067,0.285268,0.270652,0.277384,0.277384,3488557208
2021-01-18,0.277372,0.287624,0.272637,0.284769,0.284769,3239112861
2021-01-19,0.284826,0.326188,0.283997,0.294314,0.294314,5583136814
2021-01-20,0.294219,0.308621,0.281986,0.296518,0.296518,4528341598
2021-01-21,0.296466,0.306218,0.263124,0.268946,0.268946,4453463443
2021-01-22,0.268776,0.277843,0.244917,0.272799,0.272799,4501765714
2021-01-23,0.272611,0.282623,0.266979,0.271821,0.271821,3018882841
2021-01-24,0.271840,0.277425,0.270216,0.273509,0.273509,2472431875
2021-01-25,0.273473,0.282417,0.268800,0.269089,0.269089,2925493997
2021-01-26,0.269049,0.271104,0.259708,0.268827,0.268827,2790821503
2021-01-27,0.268856,0.268972,0.245532,0.251943,0.251943,2940937079
2021-01-28,0.251915,0.260304,0.248786,0.257278,0.257278,2935777810
2021-01-29,0.270530,0.310194,0.260488,0.282188,0.282188,8031899348
2021-01-30,0.282152,0.489346,0.279825,0.440244,0.440244,24417465997
2021-01-31,0.437832,0.499702,0.389498,0.492314,0.492314,24394851756
2021-02-01,0.492512,0.744821,0.360693,0.371509,0.371509,34974233953
2021-02-02,0.370520,0.404264,0.344269,0.369270,0.369270,12756138062
2021-02-03,0.369364,0.408062,0.369364,0.393490,0.393490,8672301822
2021-02-04,0.393411,0.472306,0.379181,0.446449,0.446449,13193400182
2021-02-05,0.445325,0.464705,0.425102,0.450047,0.450047,10229060640
2021-02-06,0.450157,0.452282,0.426710,0.439096,0.439096,7625571666
2021-02-07,0.439128,0.445519,0.398767,0.417958,0.417958,7495069765
2021-02-08,0.417766,0.459916,0.412719,0.447702,0.447702,8180714581
2021-02-09,0.447659,0.485191,0.447570,0.471991,0.471991,9634769935
2021-02-10,0.471919,0.534105,0.465990,0.503445,0.503445,13793347172
2021-02-11,0.503053,0.527617,0.501136,0.524787,0.524787,8979459920
2021-02-12,0.524627,0.612630,0.518265,0.608592,0.608592,13950086407
2021-02-13,0.608105,0.637035,0.549918,0.628996,0.628996,14161115005
2021-02-14,0.628450,0.632386,0.567155,0.594193,0.594193,10460949240
2021-02-15,0.593453,0.600052,0.521564,0.548915,0.548915,10563510365
2021-02-16,0.548595,0.577315,0.490038,0.520846,0.520846,10310430732
2021-02-17,0.520798,0.554361,0.497116,0.535537,0.535537,9332962077
2021-02-18,0.535098,0.558641,0.523872,0.532433,0.532433,5621706995
2021-02-19,0.532570,0.579084,0.520655,0.567019,0.567019,6896487164
2021-02-20,0.566883,0.582424,0.482440,0.517512,0.517512,7892199926
2021-02-21,0.516879,0.558367,0.508464,0.548560,0.548560,6569716153
2021-02-22,0.548324,0.639851,0.520069,0.571741,0.571741,18769236632
2021-02-23,0.570989,0.570989,0.379302,0.473563,0.473563,14359021786
2021-02-24,0.474201,0.499370,0.454759,0.471832,0.471832,8015468859
2021-02-25,0.471776,0.482517,0.429103,0.434524,0.434524,5952353924
2021-02-26,0.434941,0.450440,0.415559,0.427900,0.427900,6476253874
2021-02-27,0.427904,0.457596,0.427904,0.437809,0.437809,4756622833
2021-02-28,0.437764,0.439440,0.397699,0.414953,0.414953,4325860134
2021-03-01,0.415109,0.451348,0.413587,0.447244,0.447244,3547533777
2021-03-02,0.446496,0.454764,0.424843,0.436837,0.436837,3388591213
2021-03-03,0.436903,0.466652,0.433526,0.450279,0.450279,3304301858
2021-03-04,0.450060,0.493142,0.438003,0.486605,0.486605,6027421637
2021-03-05,0.485831,0.485831,0.449948,0.458119,0.458119,4288262516
2021-03-06,0.457864,0.470688,0.452495,0.465106,0.465106,2758849692
2021-03-07,0.465094,0.469286,0.459866,0.466867,0.466867,2364586464
2021-03-08,0.466888,0.485989,0.457319,0.473597,0.473597,3587390975
2021-03-09,0.473745,0.485988,0.472442,0.485988,0.485988,3020728025
2021-03-10,0.485903,0.487647,0.458831,0.463166,0.463166,3271277631
2021-03-11,0.463049,0.464282,0.443017,0.452960,0.452960,3186670815
2021-03-12,0.452991,0.463694,0.433015,0.441131,0.441131,3326213717
2021-03-13,0.441109,0.464824,0.435522,0.459924,0.459924,3212270555
2021-03-14,0.459631,0.462092,0.442112,0.442112,0.442112,2509435800
2021-03-15,0.442087,0.448314,0.426547,0.437555,0.437555,3116009271
2021-03-16,0.437454,0.514959,0.430078,0.462600,0.462600,7382009786
2021-03-17,0.462822,0.483312,0.457061,0.472417,0.472417,4341765347
2021-03-18,0.472383,0.490809,0.455836,0.472919,0.472919,3265976425
2021-03-19,0.472797,0.478388,0.463432,0.471171,0.471171,2626051305
2021-03-20,0.471105,0.552929,0.470161,0.526991,0.526991,6757879312
2021-03-21,0.527416,0.546377,0.499928,0.519835,0.519835,5539749484
2021-03-22,0.519810,0.602618,0.505471,0.549942,0.549942,9732075816
2021-03-23,0.550135,0.599313,0.543970,0.556595,0.556595,7610195005
2021-03-24,0.556265,0.564677,0.469285,0.488837,0.488837,5446433135
2021-03-25,0.488234,0.527368,0.471128,0.517498,0.517498,6061921454
2021-03-26,0.517389,0.574975,0.516515,0.567055,0.567055,5807865028
2021-03-27,0.567193,0.575918,0.539824,0.550443,0.550443,3684247475
2021-03-28,0.550377,0.562205,0.545478,0.550756,0.550756,2795107715
2021-03-29,0.550645,0.570711,0.548183,0.567871,0.567871,3549650231
2021-03-30,0.567737,0.585903,0.563084,0.566859,0.566859,3831603058
2021-03-31,0.566833,0.579228,0.544746,0.573869,0.573869,4849764990
2021-04-01,0.573959,0.595817,0.559002,0.579292,0.579292,4725008531
2021-04-02,0.579360,0.617382,0.575203,0.616569,0.616569,5404854336
2021-04-03,0.616779,0.653350,0.587748,0.590915,0.590915,6757992981
2021-04-04,0.590909,0.646977,0.583013,0.646729,0.646729,4613898769
2021-04-05,0.646703,0.936855,0.633974,0.920473,0.920473,26415199263
2021-04-06,0.916918,1.117916,0.824408,1.096266,1.096266,36955175105
2021-04-07,1.097547,1.104488,0.869414,0.917576,0.917576,21942171678
2021-04-08,0.919055,1.072568,0.905627,1.052756,1.052756,12888349509
2021-04-09,1.053417,1.083159,0.986585,1.020837,1.020837,10235269531
2021-04-10,1.020282,1.389957,1.008636,1.374416,1.374416,25547794935
2021-04-11,1.372068,1.492072,1.308828,1.360530,1.360530,21224874412
2021-04-12,1.354004,1.470145,1.324077,1.467735,1.467735,13216559312
2021-04-13,1.470080,1.888439,1.423034,1.794001,1.794001,31123574741
2021-04-14,1.794248,1.964997,1.579077,1.839236,1.839236,29025829007
2021-04-15,1.837281,1.882819,1.658103,1.766067,1.766067,15403982671
2021-04-16,1.759303,1.808948,1.449548,1.557527,1.557527,20594074869
2021-04-17,1.553027,1.740528,1.541503,1.560055,1.560055,14507135285
2021-04-18,1.559104,1.578567,1.174665,1.405998,1.405998,22933939682
2021-04-19,1.409457,1.530381,1.258307,1.315044,1.315044,17637508685
2021-04-20,1.309951,1.445636,1.186228,1.383299,1.383299,15562116615
2021-04-21,1.386157,1.458540,1.282823,1.296498,1.296498,12545052977
2021-04-22,1.291807,1.413192,1.119086,1.159682,1.159682,14899537552
2021-04-23,1.157139,1.194004,0.901079,1.169660,1.169660,20235915090
2021-04-24,1.170190,1.170284,1.024417,1.048706,1.048706,8586287312
2021-04-25,1.049490,1.153025,0.952915,1.032256,1.032256,8573604939
2021-04-26,1.035183,1.369077,1.016921,1.368506,1.368506,15417459290
2021-04-27,1.366743,1.459736,1.331190,1.400955,1.400955,13584693517
2021-04-28,1.401563,1.446975,1.288701,1.358601,1.358601,9272726011
2021-04-29,1.357965,1.418331,1.330947,1.399360,1.399360,7633164142
2021-04-30,1.398500,1.635521,1.376468,1.591674,1.591674,14160854005
